From,Entry,Reviewed,Entry Name,Protein names,Protein names1,Gene Names,Organism,Length,biological_process,cellular_component,molecular_function,Intramembrane,Subcellular location [CC],Transmembrane,Topological domain,Annotation
I6L8Z8,I6L8Z8,unreviewed,I6L8Z8_STRMU,Sorbitol-6-phosphate 2-dehydrogenase (EC 1.1.1.140),Sorbitol-6-phosphate 2-dehydrogenase ,SMU_308,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),266,,,sorbitol-6-phosphate 2-dehydrogenase activity [GO:0009010],,,,,1
I6L910,I6L910,unreviewed,I6L910_STRMU,"PTS system, enzyme IIB component","PTS system, enzyme IIB component",ptxB SMU_271,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),93,phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401],,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982],,,,,1
Q8DT79,Q8DT79,unreviewed,Q8DT79_STRMU,Cobalamin-independent methionine synthase MetE C-terminal/archaeal domain-containing protein,Cobalamin-independent methionine synthase MetE C-terminal/archaeal domain-containing protein,SMU_1487,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),381,methionine biosynthetic process [GO:0009086],,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity [GO:0003871]; zinc ion binding [GO:0008270],,,,,1
Q8DVP8,Q8DVP8,reviewed,RBFA_STRMU,Ribosome-binding factor A,Ribosome-binding factor A,rbfA SMU_422,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),116,maturation of SSU-rRNA [GO:0030490],cytosol [GO:0005829],ribosomal small subunit binding [GO:0043024],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00003}.,,,2
Q8DUJ6,Q8DUJ6,unreviewed,Q8DUJ6_STRMU,Uroporphyrinogen decarboxylase (URO-D) domain-containing protein,Uroporphyrinogen decarboxylase ,SMU_932,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),335,porphyrin-containing compound biosynthetic process [GO:0006779],,uroporphyrinogen decarboxylase activity [GO:0004853],,,,,1
Q8DRQ6,Q8DRQ6,unreviewed,Q8DRQ6_STRMU,Serine protease HtrA,Serine protease HtrA,htrA SMU_2164,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),402,proteolysis [GO:0006508],membrane [GO:0016020],metallopeptidase activity [GO:0008237]; serine-type endopeptidase activity [GO:0004252],,,"TRANSMEM 12..36; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,1
Q53526,Q53526,reviewed,DLTA_STRMU,D-alanine--D-alanyl carrier protein ligase (DCL) (EC 6.2.1.54) (D-alanine--poly(phosphoribitol) ligase subunit 1) (D-alanine-activating enzyme) (DAE),D-alanine--D-alanyl carrier protein ligase ,dltA SMU_1691,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),516,lipoteichoic acid biosynthetic process [GO:0070395],cytoplasm [GO:0005737],ATP binding [GO:0005524]; D-alanine [D-alanyl carrier protein] ligase activity [GO:0047473],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00593}.,,,3
Q8DV63,Q8DV63,unreviewed,Q8DV63_STRMU,Esterase,Esterase,SMU_643,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),297,,,lipase activity [GO:0016298],,,,,1
Q8DWD3,Q8DWD3,unreviewed,Q8DWD3_STRMU,lipoate--protein ligase (EC 6.3.1.20),lipoate--protein ligase ,lplA SMU_131,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),329,protein lipoylation [GO:0009249],cytoplasm [GO:0005737],ATP binding [GO:0005524]; lipoate-protein ligase activity [GO:0016979]; lipoyltransferase activity [GO:0017118],,,,,2
Q8DW28,Q8DW28,unreviewed,Q8DW28_STRMU,SUF system FeS cluster assembly SufBD N-terminal domain-containing protein,SUF system FeS cluster assembly SufBD N-terminal domain-containing protein,SMU_251,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),471,iron-sulfur cluster assembly [GO:0016226],,,,,,,1
P10249,P10249,reviewed,SUCP_STRMU,Sucrose phosphorylase (EC 2.4.1.7) (Glucosyltransferase-A) (GTF-A) (Sucrose glucosyltransferase),Sucrose phosphorylase ,gtfA SMU_881,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),481,carbohydrate metabolic process [GO:0005975],cytoplasm [GO:0005737],sucrose phosphorylase activity [GO:0009018],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:2971020}.,,,4
Q8DTL0,Q8DTL0,unreviewed,Q8DTL0_STRMU,Cell division ATP-binding protein FtsE,Cell division ATP-binding protein FtsE,ftsE SMU_1325,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),230,cell division [GO:0051301],plasma membrane [GO:0005886],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857],,SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU365094}; Peripheral membrane protein {ECO:0000256|RuleBase:RU365094}; Cytoplasmic side {ECO:0000256|RuleBase:RU365094}.,,,2
Q8DS76,Q8DS76,unreviewed,Q8DS76_STRMU,"PTS system, mannose-specific IID component (EC 2.7.1.69)","PTS system, mannose-specific IID component ",SMU_1957,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),278,phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401],membrane [GO:0016020],transferase activity [GO:0016740],,,"TRANSMEM 109..133; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 139..160; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 181..204; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 228..246; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 253..272; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,1
Q8DTJ5,Q8DTJ5,unreviewed,Q8DTJ5_STRMU,Bacitracin synthetase 1 BacA,Bacitracin synthetase 1 BacA,bacA1 SMU_1342,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),2724,amino acid activation for nonribosomal peptide biosynthetic process [GO:0043041]; antibiotic biosynthetic process [GO:0017000]; secondary metabolite biosynthetic process [GO:0044550],cytosol [GO:0005829],catalytic activity [GO:0003824]; phosphopantetheine binding [GO:0031177],,,,,1
Q8DSP2,Q8DSP2,unreviewed,Q8DSP2_STRMU,SNF helicase,SNF helicase,SMU_1733c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),1030,,,ATP binding [GO:0005524]; ATP-dependent chromatin remodeler activity [GO:0140658]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; zinc ion binding [GO:0008270],,,,,1
Q8DWN8,Q8DWN8,unreviewed,Q8DWN8_STRMU,Beta sliding clamp,Beta sliding clamp,dnaN SMU_02,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),378,DNA strand elongation involved in DNA replication [GO:0006271],cytoplasm [GO:0005737]; DNA polymerase III complex [GO:0009360],3'-5' exonuclease activity [GO:0008408]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887],,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|PIRNR:PIRNR000804}.",,,2
Q8DUG0,Q8DUG0,unreviewed,Q8DUG0_STRMU,"7,8-dihydroneopterin aldolase (EC 4.1.2.25)","7,8-dihydroneopterin aldolase ",folA SMU_970,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),120,folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654],cytoplasm [GO:0005737],dihydroneopterin aldolase activity [GO:0004150],,,,,2
Q8DVI6,Q8DVI6,unreviewed,Q8DVI6_STRMU,TcaA 4th domain-containing protein,TcaA 4th domain-containing protein,SMU_502,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),566,,membrane [GO:0016020],,,,"TRANSMEM 154..173; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,1
Q8DSN8,Q8DSN8,reviewed,FABZ_STRMU,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase),3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ ,fabZ SMU_1737,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),140,fatty acid biosynthetic process [GO:0006633]; lipid A biosynthetic process [GO:0009245],cytoplasm [GO:0005737],(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity [GO:0019171],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00406}.,,,2
Q8DVA1,Q8DVA1,unreviewed,Q8DVA1_STRMU,Dihydroorotate dehydrogenase (DHOD) (DHODase) (DHOdehase) (EC 1.3.-.-),Dihydroorotate dehydrogenase ,pyrD SMU_595,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),311,'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205],cytoplasm [GO:0005737],dihydroorotate dehydrogenase (fumarate) activity [GO:1990663]; nucleotide binding [GO:0000166],,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|HAMAP-Rule:MF_00224}.",,,3
Q8DVK1,Q8DVK1,unreviewed,Q8DVK1_STRMU,non-specific serine/threonine protein kinase (EC 2.7.11.1),non-specific serine/threonine protein kinase ,pknB SMU_484,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),616,cell division [GO:0051301]; peptidyl-serine phosphorylation [GO:0018105],plasma membrane [GO:0005886],ATP binding [GO:0005524]; histone H2AS1 kinase activity [GO:0044024],,SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004162}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004162}.,"TRANSMEM 344..364; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,2
Q54431,Q54431,reviewed,SRP54_STRMU,Signal recognition particle protein (EC 3.6.5.4) (Fifty-four homolog),Signal recognition particle protein ,ffh SMU_1060,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),516,SRP-dependent cotranslational protein targeting to membrane [GO:0006614],signal recognition particle [GO:0048500],7S RNA binding [GO:0008312]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; GTPase activity [GO:0003924],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00306}. Note=The SRP-RNC complex is targeted to the cytoplasmic membrane. {ECO:0000255|HAMAP-Rule:MF_00306}.,,,3
Q8DVZ4,Q8DVZ4,unreviewed,Q8DVZ4_STRMU,CoA-binding domain-containing protein,CoA-binding domain-containing protein,SMU_298,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),142,,,,,,,,1
Q8DW30,Q8DW30,unreviewed,Q8DW30_STRMU,Cysteine desulfurase (EC 2.8.1.7),Cysteine desulfurase ,nifS SMU_249,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),409,cysteine metabolic process [GO:0006534],,cysteine desulfurase activity [GO:0031071]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483],,,,,2
Q8DUS5,Q8DUS5,unreviewed,Q8DUS5_STRMU,dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133),dTDP-4-dehydrorhamnose reductase ,SMU_824,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),284,dTDP-rhamnose biosynthetic process [GO:0019305]; extracellular polysaccharide biosynthetic process [GO:0045226],cytosol [GO:0005829],dTDP-4-dehydrorhamnose reductase activity [GO:0008831],,,,,2
I6L8Y8,I6L8Y8,unreviewed,I6L8Y8_STRMU,DNA-directed RNA polymerase subunit delta,DNA-directed RNA polymerase subunit delta,SMU_1936c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),281,,,,,,,,1
Q8DUE8,Q8DUE8,unreviewed,Q8DUE8_STRMU,Peptidase C51 domain-containing protein,Peptidase C51 domain-containing protein,SMU_984,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),166,,,,,,,,1
Q8DV22,Q8DV22,reviewed,IF3_STRMU,Translation initiation factor IF-3,Translation initiation factor IF-3,infC SMU_697,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),176,ribosome disassembly [GO:0032790],cytosol [GO:0005829]; membrane [GO:0016020],ribosome binding [GO:0043022]; translation initiation factor activity [GO:0003743],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00080}.,,,2
Q8DUW6,Q8DUW6,unreviewed,Q8DUW6_STRMU,Sulfatase N-terminal domain-containing protein,Sulfatase N-terminal domain-containing protein,SMU_775c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),717,,plasma membrane [GO:0005886],metal ion binding [GO:0046872],,SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.,"TRANSMEM 7..28; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 48..68; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 75..97; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 132..150; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 162..180; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,2
P08987,P08987,reviewed,GTFB_STRMU,Glucosyltransferase-I (GTF-I) (EC 2.4.1.5) (Dextransucrase) (Sucrose 6-glucosyltransferase),Glucosyltransferase-I ,gtfB SMU_1004,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),1476,glucan biosynthetic process [GO:0009250],extracellular region [GO:0005576],dextransucrase activity [GO:0047849]; glucosyltransferase activity [GO:0046527],,SUBCELLULAR LOCATION: Secreted.,,,5
P26425,P26425,reviewed,LACD1_STRMU,"Tagatose 1,6-diphosphate aldolase 1 (EC 4.1.2.40) (D-tagatose-1,6-bisphosphate aldolase 1) (Tagatose-bisphosphate aldolase 1)","Tagatose 1,6-diphosphate aldolase 1 ",lacD1 lacD SMU_1493,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),325,6-sulfoquinovose(1-) catabolic process [GO:1902777]; D-tagatose 6-phosphate catabolic process [GO:2001059]; lactose catabolic process via tagatose-6-phosphate [GO:0019512],,6-deoxy-6-sulfofructose-1-phosphate aldolase activity [GO:0061595]; tagatose-6-phosphate kinase activity [GO:0009024]; tagatose-bisphosphate aldolase activity [GO:0009025],,,,,3
Q8DWD8,Q8DWD8,unreviewed,Q8DWD8_STRMU,NADPH-dependent FMN reductase-like domain-containing protein,NADPH-dependent FMN reductase-like domain-containing protein,SMU_125,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),184,,cytosol [GO:0005829],FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491],,,,,1
Q8DWJ7,Q8DWJ7,unreviewed,Q8DWJ7_STRMU,Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase),Phosphoribosylamine--glycine ligase ,purD SMU_48,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),419,'de novo' IMP biosynthetic process [GO:0006189]; purine nucleobase biosynthetic process [GO:0009113],,ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylamine-glycine ligase activity [GO:0004637],,,,,2
Q8DU85,Q8DU85,unreviewed,Q8DU85_STRMU,"ABC transporter, proline/glycine betaine permease protein","ABC transporter, proline/glycine betaine permease protein",opuAb SMU_1062,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),576,choline transport [GO:0015871]; glycine betaine transport [GO:0031460],ATP-binding cassette (ABC) transporter complex [GO:0043190],amine transmembrane transporter activity [GO:0005275]; carnitine transmembrane transporter activity [GO:0015226],,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651, ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651, ECO:0000256|RuleBase:RU363032}.","TRANSMEM 48..67; /note=""Helical""; /evidence=""ECO:0000256|RuleBase:RU363032""; TRANSMEM 74..91; /note=""Helical""; /evidence=""ECO:0000256|RuleBase:RU363032""; TRANSMEM 97..120; /note=""Helical""; /evidence=""ECO:0000256|RuleBase:RU363032""; TRANSMEM 141..168; /note=""Helical""; /evidence=""ECO:0000256|RuleBase:RU363032""; TRANSMEM 221..240; /note=""Helical""; /evidence=""ECO:0000256|RuleBase:RU363032""; TRANSMEM 252..273; /note=""Helical""; /evidence=""ECO:0000256|RuleBase:RU363032""; TRANSMEM 293..312; /note=""Helical""; /evidence=""ECO:0000256|RuleBase:RU363032""",,2
Q8DW14,Q8DW14,reviewed,PURA_STRMU,Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase),Adenylosuccinate synthetase ,purA SMU_268,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),429,'de novo' AMP biosynthetic process [GO:0044208]; IMP metabolic process [GO:0046040],cytoplasm [GO:0005737],adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00011}.,,,3
Q8DV42,Q8DV42,unreviewed,Q8DV42_STRMU,Ribonucleoside-diphosphate reductase (EC 1.17.4.1),Ribonucleoside-diphosphate reductase ,SMU_668c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),719,deoxyribonucleotide biosynthetic process [GO:0009263],ribonucleoside-diphosphate reductase complex [GO:0005971],"ATP binding [GO:0005524]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]",,,,,2
Q8DS32,Q8DS32,unreviewed,Q8DS32_STRMU,Protein translocase subunit SecY,Protein translocase subunit SecY,secY SMU_2006,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),434,"protein transport by the Sec complex [GO:0043952]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]",cell envelope Sec protein transport complex [GO:0031522]; plasma membrane [GO:0005886],protein transmembrane transporter activity [GO:0008320]; signal sequence binding [GO:0005048],,SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|HAMAP-Rule:MF_01465}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_01465}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,"TRANSMEM 20..40; /note=""Helical""; /evidence=""ECO:0000256|HAMAP-Rule:MF_01465""; TRANSMEM 60..85; /note=""Helical""; /evidence=""ECO:0000256|HAMAP-Rule:MF_01465""; TRANSMEM 116..137; /note=""Helical""; /evidence=""ECO:0000256|HAMAP-Rule:MF_01465""; TRANSMEM 149..168; /note=""Helical""; /evidence=""ECO:0000256|HAMAP-Rule:MF_01465""; TRANSMEM 175..196; /note=""Helical""; /evidence=""ECO:0000256|HAMAP-Rule:MF_01465""; TRANSMEM 216..236; /note=""Helical""; /evidence=""ECO:0000256|HAMAP-Rule:MF_01465""; TRANSMEM 269..290; /note=""Helical""; /evidence=""ECO:0000256|HAMAP-Rule:MF_01465""; TRANSMEM 310..330; /note=""Helical""; /evidence=""ECO:0000256|HAMAP-Rule:MF_01465""; TRANSMEM 368..386; /note=""Helical""; /evidence=""ECO:0000256|HAMAP-Rule:MF_01465""; TRANSMEM 392..414; /note=""Helical""; /evidence=""ECO:0000256|HAMAP-Rule:MF_01465""",,2
Q8DTB0,Q8DTB0,unreviewed,Q8DTB0_STRMU,ABC transporter substrate-binding protein,ABC transporter substrate-binding protein,SMU_1447c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),333,,,,,,,,1
Q8DSR8,Q8DSR8,unreviewed,Q8DSR8_STRMU,Riboflavin transporter,Riboflavin transporter,SMU_1703c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),208,,plasma membrane [GO:0005886],riboflavin transmembrane transporter activity [GO:0032217],,SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.,"TRANSMEM 25..46; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 58..79; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 99..118; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 125..149; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 169..195; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,2
Q8DVK7,Q8DVK7,reviewed,RNY_STRMU,Ribonuclease Y (RNase Y) (EC 3.1.-.-),Ribonuclease Y ,rny SMU_475,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),535,mRNA catabolic process [GO:0006402],plasma membrane [GO:0005886],RNA binding [GO:0003723]; RNA endonuclease activity [GO:0004521],,SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|HAMAP-Rule:MF_00335}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_00335}.,"TRANSMEM 4..24; /note=""Helical""; /evidence=""ECO:0000255|HAMAP-Rule:MF_00335""",,2
Q8DSY7,Q8DSY7,reviewed,YBEY_STRMU,Endoribonuclease YbeY (EC 3.1.-.-),Endoribonuclease YbeY ,ybeY SMU_1619c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),164,rRNA processing [GO:0006364],cytoplasm [GO:0005737],metalloendopeptidase activity [GO:0004222]; RNA endonuclease activity [GO:0004521]; zinc ion binding [GO:0008270],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00009}.,,,2
Q8DVI7,Q8DVI7,unreviewed,Q8DVI7_STRMU,Uncharacterized protein,Uncharacterized protein,SMU_501,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),364,,membrane [GO:0016020],,,,"TRANSMEM 120..142; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 183..204; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 224..243; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 291..311; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 323..341; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,1
Q8DT57,Q8DT57,reviewed,MURA1_STRMU,UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1 (EC 2.5.1.7) (Enoylpyruvate transferase 1) (UDP-N-acetylglucosamine enolpyruvyl transferase 1) (EPT 1),UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1 ,murA1 SMU_1525,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),423,cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylgalactosamine biosynthetic process [GO:0019277],cytoplasm [GO:0005737],UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity [GO:0008760],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00111}.,,,3
Q8DVC8,Q8DVC8,unreviewed,Q8DVC8_STRMU,DUF1797 family protein,DUF1797 family protein,SMU_564,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),76,,,,,,,,1
Q8DSP0,Q8DSP0,unreviewed,Q8DSP0_STRMU,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15),Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta ,accD SMU_1735,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),288,fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295],acetyl-CoA carboxylase complex [GO:0009317],acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; carboxyl- or carbamoyltransferase activity [GO:0016743]; zinc ion binding [GO:0008270],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01395}.,,,3
Q8DWC2,Q8DWC2,reviewed,DEF_STRMU,Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase),Peptide deformylase ,def SMU_143c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),204,peptidyl-methionine modification [GO:0018206]; translation [GO:0006412],,metal ion binding [GO:0046872]; peptide deformylase activity [GO:0042586],,,,,3
Q8DVY1,Q8DVY1,unreviewed,Q8DVY1_STRMU,Carbonic anhydrase,Carbonic anhydrase,SMU_328,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),166,,,carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270],,,,,1
P11000,P11000,reviewed,WAPA_STRMU,Wall-associated protein,Wall-associated protein,wapA SMU_987,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),453,cell adhesion [GO:0007155],extracellular region [GO:0005576],collagen binding [GO:0005518],,"SUBCELLULAR LOCATION: Secreted, cell wall {ECO:0000255|PROSITE-ProRule:PRU00477}; Peptidoglycan-anchor {ECO:0000255|PROSITE-ProRule:PRU00477}.",,,2
Q8DWE7,Q8DWE7,unreviewed,Q8DWE7_STRMU,"Constitutive fructose permease (PTS system, fructose-specific IIBC component)",Constitutive fructose permease ,fruC SMU_114,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),466,phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401],plasma membrane [GO:0005886],carbohydrate:proton symporter activity [GO:0005351]; protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity [GO:0022877]; protein-phosphocysteine-sugar phosphotransferase activity [GO:0090563],,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}.,"TRANSMEM 141..161; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 181..198; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 210..238; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 258..276; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 297..316; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 336..359; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 397..415; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 435..456; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,1
